"","eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"283","Site2_13/02/1930","Site2_13/02/1930_A80","Edgar Anderson","petal length","3.5","cm"
"284","Site2_13/02/1930","Site2_13/02/1930_A80","Edgar Anderson","petal width","1","cm"
"285","Site1_01/12/1929","Site1_01/12/1929_A69","Edgar Anderson","sepal length","6.2","cm"
"286","Site1_01/12/1929","Site1_01/12/1929_A69","Edgar Anderson","sepal width","2.2","cm"
"287","Site1_01/12/1929","Site1_01/12/1929_A69","Edgar Anderson","petal length","4.5","cm"
"288","Site1_01/12/1929","Site1_01/12/1929_A69","Edgar Anderson","petal width","1.5","cm"
"289","Site1_01/12/1929","Site1_01/12/1929_A18","Edgar Anderson","sepal length","5.1","cm"
"290","Site1_01/12/1929","Site1_01/12/1929_A18","Edgar Anderson","sepal width","3.5","cm"
"291","Site1_01/12/1929","Site1_01/12/1929_A18","Edgar Anderson","petal length","1.4","cm"
"292","Site1_01/12/1929","Site1_01/12/1929_A18","Edgar Anderson","petal width","0.3","cm"
"293","Site1_01/12/1929","Site1_01/12/1929_A27","Edgar Anderson","sepal length","5","cm"
"294","Site1_01/12/1929","Site1_01/12/1929_A27","Edgar Anderson","sepal width","3.4","cm"
"295","Site1_01/12/1929","Site1_01/12/1929_A27","Edgar Anderson","petal length","1.6","cm"
"296","Site1_01/12/1929","Site1_01/12/1929_A27","Edgar Anderson","petal width","0.4","cm"
"297","Site2_13/02/1930","Site2_13/02/1930_A149","Edgar Anderson","sepal length","6.2","cm"
"298","Site2_13/02/1930","Site2_13/02/1930_A149","Edgar Anderson","sepal width","3.4","cm"
"299","Site2_13/02/1930","Site2_13/02/1930_A149","Edgar Anderson","petal length","5.4","cm"
"300","Site2_13/02/1930","Site2_13/02/1930_A149","Edgar Anderson","petal width","2.3","cm"
"301","Site3_01/12/1929","Site3_01/12/1929_A67","Edgar Anderson","sepal length","5.6","cm"
"302","Site3_01/12/1929","Site3_01/12/1929_A67","Edgar Anderson","sepal width","3","cm"
"303","Site3_01/12/1929","Site3_01/12/1929_A67","Edgar Anderson","petal length","4.5","cm"
"304","Site3_01/12/1929","Site3_01/12/1929_A67","Edgar Anderson","petal width","1.5","cm"
"305","Site2_13/02/1930","Site2_13/02/1930_A98","Edgar Anderson","sepal length","6.2","cm"
"306","Site2_13/02/1930","Site2_13/02/1930_A98","Edgar Anderson","sepal width","2.9","cm"
"307","Site2_13/02/1930","Site2_13/02/1930_A98","Edgar Anderson","petal length","4.3","cm"
"308","Site2_13/02/1930","Site2_13/02/1930_A98","Edgar Anderson","petal width","1.3","cm"
"309","Site2_13/02/1930","Site2_13/02/1930_A92","Edgar Anderson","sepal length","6.1","cm"
"310","Site2_13/02/1930","Site2_13/02/1930_A92","Edgar Anderson","sepal width","3","cm"
"311","Site2_13/02/1930","Site2_13/02/1930_A92","Edgar Anderson","petal length","4.6","cm"
"312","Site2_13/02/1930","Site2_13/02/1930_A92","Edgar Anderson","petal width","1.4","cm"
"313","Site1_01/12/1929","Site1_01/12/1929_A87","Edgar Anderson","sepal length","6.7","cm"
"314","Site1_01/12/1929","Site1_01/12/1929_A87","Edgar Anderson","sepal width","3.1","cm"
"315","Site1_01/12/1929","Site1_01/12/1929_A87","Edgar Anderson","petal length","4.7","cm"
"316","Site1_01/12/1929","Site1_01/12/1929_A87","Edgar Anderson","petal width","1.5","cm"
"317","Site1_01/12/1929","Site1_01/12/1929_A66","Edgar Anderson","sepal length","6.7","cm"
"318","Site1_01/12/1929","Site1_01/12/1929_A66","Edgar Anderson","sepal width","3.1","cm"
"319","Site1_01/12/1929","Site1_01/12/1929_A66","Edgar Anderson","petal length","4.4","cm"
"320","Site1_01/12/1929","Site1_01/12/1929_A66","Edgar Anderson","petal width","1.4","cm"
"321","Site3_01/12/1929","Site3_01/12/1929_A46","Edgar Anderson","sepal length","4.8","cm"
"322","Site3_01/12/1929","Site3_01/12/1929_A46","Edgar Anderson","sepal width","3","cm"
"323","Site3_01/12/1929","Site3_01/12/1929_A46","Edgar Anderson","petal length","1.4","cm"
"324","Site3_01/12/1929","Site3_01/12/1929_A46","Edgar Anderson","petal width","0.3","cm"
"325","Site3_01/12/1929","Site3_01/12/1929_A22","Edgar Anderson","sepal length","5.1","cm"
"326","Site3_01/12/1929","Site3_01/12/1929_A22","Edgar Anderson","sepal width","3.7","cm"
"327","Site3_01/12/1929","Site3_01/12/1929_A22","Edgar Anderson","petal length","1.5","cm"
"328","Site3_01/12/1929","Site3_01/12/1929_A22","Edgar Anderson","petal width","0.4","cm"
"329","Site2_13/02/1930","Site2_13/02/1930_A35","Edgar Anderson","sepal length","4.9","cm"
"330","Site2_13/02/1930","Site2_13/02/1930_A35","Edgar Anderson","sepal width","3.1","cm"
"331","Site2_13/02/1930","Site2_13/02/1930_A35","Edgar Anderson","petal length","1.5","cm"
"332","Site2_13/02/1930","Site2_13/02/1930_A35","Edgar Anderson","petal width","0.2","cm"
"333","Site2_13/02/1930","Site2_13/02/1930_A32","Edgar Anderson","sepal length","5.4","cm"
"334","Site2_13/02/1930","Site2_13/02/1930_A32","Edgar Anderson","sepal width","3.4","cm"
"335","Site2_13/02/1930","Site2_13/02/1930_A32","Edgar Anderson","petal length","1.5","cm"
"336","Site2_13/02/1930","Site2_13/02/1930_A32","Edgar Anderson","petal width","0.4","cm"
"337","Site2_13/02/1930","Site2_13/02/1930_A26","Edgar Anderson","sepal length","5","cm"
"338","Site2_13/02/1930","Site2_13/02/1930_A26","Edgar Anderson","sepal width","3","cm"
"339","Site2_13/02/1930","Site2_13/02/1930_A26","Edgar Anderson","petal length","1.6","cm"
"340","Site2_13/02/1930","Site2_13/02/1930_A26","Edgar Anderson","petal width","0.2","cm"
"341","Site1_01/12/1929","Site1_01/12/1929_A36","Edgar Anderson","sepal length","5","cm"
"342","Site1_01/12/1929","Site1_01/12/1929_A36","Edgar Anderson","sepal width","3.2","cm"
"343","Site1_01/12/1929","Site1_01/12/1929_A36","Edgar Anderson","petal length","1.2","cm"
"344","Site1_01/12/1929","Site1_01/12/1929_A36","Edgar Anderson","petal width","0.2","cm"
"345","Site1_01/12/1929","Site1_01/12/1929_A33","Edgar Anderson","sepal length","5.2","cm"
"346","Site1_01/12/1929","Site1_01/12/1929_A33","Edgar Anderson","sepal width","4.1","cm"
"347","Site1_01/12/1929","Site1_01/12/1929_A33","Edgar Anderson","petal length","1.5","cm"
"348","Site1_01/12/1929","Site1_01/12/1929_A33","Edgar Anderson","petal width","0.1","cm"
"349","Site1_01/12/1929","Site1_01/12/1929_A21","Edgar Anderson","sepal length","5.4","cm"
"350","Site1_01/12/1929","Site1_01/12/1929_A21","Edgar Anderson","sepal width","3.4","cm"
"351","Site1_01/12/1929","Site1_01/12/1929_A21","Edgar Anderson","petal length","1.7","cm"
"352","Site1_01/12/1929","Site1_01/12/1929_A21","Edgar Anderson","petal width","0.2","cm"
"353","Site3_01/12/1929","Site3_01/12/1929_A124","Edgar Anderson","sepal length","6.3","cm"
"354","Site3_01/12/1929","Site3_01/12/1929_A124","Edgar Anderson","sepal width","2.7","cm"
"355","Site3_01/12/1929","Site3_01/12/1929_A124","Edgar Anderson","petal length","4.9","cm"
"356","Site3_01/12/1929","Site3_01/12/1929_A124","Edgar Anderson","petal width","1.8","cm"
"357","Site1_01/12/1929","Site1_01/12/1929_A39","Edgar Anderson","sepal length","4.4","cm"
"358","Site1_01/12/1929","Site1_01/12/1929_A39","Edgar Anderson","sepal width","3","cm"
"359","Site1_01/12/1929","Site1_01/12/1929_A39","Edgar Anderson","petal length","1.3","cm"
"360","Site1_01/12/1929","Site1_01/12/1929_A39","Edgar Anderson","petal width","0.2","cm"
"361","Site2_13/02/1930","Site2_13/02/1930_A47","Edgar Anderson","sepal length","5.1","cm"
"362","Site2_13/02/1930","Site2_13/02/1930_A47","Edgar Anderson","sepal width","3.8","cm"
"363","Site2_13/02/1930","Site2_13/02/1930_A47","Edgar Anderson","petal length","1.6","cm"
"364","Site2_13/02/1930","Site2_13/02/1930_A47","Edgar Anderson","petal width","0.2","cm"
"365","Site3_01/12/1929","Site3_01/12/1929_A1","Edgar Anderson","sepal length","5.1","cm"
"366","Site3_01/12/1929","Site3_01/12/1929_A1","Edgar Anderson","sepal width","3.5","cm"
"367","Site3_01/12/1929","Site3_01/12/1929_A1","Edgar Anderson","petal length","1.4","cm"
"368","Site3_01/12/1929","Site3_01/12/1929_A1","Edgar Anderson","petal width","0.2","cm"
"369","Site3_01/12/1929","Site3_01/12/1929_A7","Edgar Anderson","sepal length","4.6","cm"
"370","Site3_01/12/1929","Site3_01/12/1929_A7","Edgar Anderson","sepal width","3.4","cm"
"371","Site3_01/12/1929","Site3_01/12/1929_A7","Edgar Anderson","petal length","1.4","cm"
"372","Site3_01/12/1929","Site3_01/12/1929_A7","Edgar Anderson","petal width","0.3","cm"
"373","Site1_01/12/1929","Site1_01/12/1929_A93","Edgar Anderson","sepal length","5.8","cm"
"374","Site1_01/12/1929","Site1_01/12/1929_A93","Edgar Anderson","sepal width","2.6","cm"
"375","Site1_01/12/1929","Site1_01/12/1929_A93","Edgar Anderson","petal length","4","cm"
"376","Site1_01/12/1929","Site1_01/12/1929_A93","Edgar Anderson","petal width","1.2","cm"
"377","Site2_13/02/1930","Site2_13/02/1930_A74","Edgar Anderson","sepal length","6.1","cm"
"378","Site2_13/02/1930","Site2_13/02/1930_A74","Edgar Anderson","sepal width","2.8","cm"
"379","Site2_13/02/1930","Site2_13/02/1930_A74","Edgar Anderson","petal length","4.7","cm"
"380","Site2_13/02/1930","Site2_13/02/1930_A74","Edgar Anderson","petal width","1.2","cm"
"381","Site2_13/02/1930","Site2_13/02/1930_A83","Edgar Anderson","sepal length","5.8","cm"
"382","Site2_13/02/1930","Site2_13/02/1930_A83","Edgar Anderson","sepal width","2.7","cm"
"383","Site2_13/02/1930","Site2_13/02/1930_A83","Edgar Anderson","petal length","3.9","cm"
"384","Site2_13/02/1930","Site2_13/02/1930_A83","Edgar Anderson","petal width","1.2","cm"
"385","Site2_13/02/1930","Site2_13/02/1930_A89","Edgar Anderson","sepal length","5.6","cm"
"386","Site2_13/02/1930","Site2_13/02/1930_A89","Edgar Anderson","sepal width","3","cm"
"387","Site2_13/02/1930","Site2_13/02/1930_A89","Edgar Anderson","petal length","4.1","cm"
"388","Site2_13/02/1930","Site2_13/02/1930_A89","Edgar Anderson","petal width","1.3","cm"
"389","Site3_01/12/1929","Site3_01/12/1929_A58","Edgar Anderson","sepal length","4.9","cm"
"390","Site3_01/12/1929","Site3_01/12/1929_A58","Edgar Anderson","sepal width","2.4","cm"
"391","Site3_01/12/1929","Site3_01/12/1929_A58","Edgar Anderson","petal length","3.3","cm"
"392","Site3_01/12/1929","Site3_01/12/1929_A58","Edgar Anderson","petal width","1","cm"
"393","Site3_01/12/1929","Site3_01/12/1929_A91","Edgar Anderson","sepal length","5.5","cm"
"394","Site3_01/12/1929","Site3_01/12/1929_A91","Edgar Anderson","sepal width","2.6","cm"
"395","Site3_01/12/1929","Site3_01/12/1929_A91","Edgar Anderson","petal length","4.4","cm"
"396","Site3_01/12/1929","Site3_01/12/1929_A91","Edgar Anderson","petal width","1.2","cm"
"397","Site1_01/12/1929","Site1_01/12/1929_A102","Edgar Anderson","sepal length","5.8","cm"
"398","Site1_01/12/1929","Site1_01/12/1929_A102","Edgar Anderson","sepal width","2.7","cm"
"399","Site1_01/12/1929","Site1_01/12/1929_A102","Edgar Anderson","petal length","5.1","cm"
"400","Site1_01/12/1929","Site1_01/12/1929_A102","Edgar Anderson","petal width","1.9","cm"
"401","Site1_01/12/1929","Site1_01/12/1929_A120","Edgar Anderson","sepal length","6","cm"
"402","Site1_01/12/1929","Site1_01/12/1929_A120","Edgar Anderson","sepal width","2.2","cm"
"403","Site1_01/12/1929","Site1_01/12/1929_A120","Edgar Anderson","petal length","5","cm"
"404","Site1_01/12/1929","Site1_01/12/1929_A120","Edgar Anderson","petal width","1.5","cm"
"405","Site2_13/02/1930","Site2_13/02/1930_A107","Edgar Anderson","sepal length","4.9","cm"
"406","Site2_13/02/1930","Site2_13/02/1930_A107","Edgar Anderson","sepal width","2.5","cm"
"407","Site2_13/02/1930","Site2_13/02/1930_A107","Edgar Anderson","petal length","4.5","cm"
"408","Site2_13/02/1930","Site2_13/02/1930_A107","Edgar Anderson","petal width","1.7","cm"
"409","Site3_01/12/1929","Site3_01/12/1929_A109","Edgar Anderson","sepal length","6.7","cm"
"410","Site3_01/12/1929","Site3_01/12/1929_A109","Edgar Anderson","sepal width","2.5","cm"
"411","Site3_01/12/1929","Site3_01/12/1929_A109","Edgar Anderson","petal length","5.8","cm"
"412","Site3_01/12/1929","Site3_01/12/1929_A109","Edgar Anderson","petal width","1.8","cm"
"413","Site3_01/12/1929","Site3_01/12/1929_A133","Edgar Anderson","sepal length","6.4","cm"
"414","Site3_01/12/1929","Site3_01/12/1929_A133","Edgar Anderson","sepal width","2.8","cm"
"415","Site3_01/12/1929","Site3_01/12/1929_A133","Edgar Anderson","petal length","5.6","cm"
"416","Site3_01/12/1929","Site3_01/12/1929_A133","Edgar Anderson","petal width","2.2","cm"
"417","Site2_13/02/1930","Site2_13/02/1930_A146","Edgar Anderson","sepal length","6.7","cm"
"418","Site2_13/02/1930","Site2_13/02/1930_A146","Edgar Anderson","sepal width","3","cm"
"419","Site2_13/02/1930","Site2_13/02/1930_A146","Edgar Anderson","petal length","5.2","cm"
"420","Site2_13/02/1930","Site2_13/02/1930_A146","Edgar Anderson","petal width","2.3","cm"
"421","Site2_13/02/1930","Site2_13/02/1930_A125","Edgar Anderson","sepal length","6.7","cm"
"422","Site2_13/02/1930","Site2_13/02/1930_A125","Edgar Anderson","sepal width","3.3","cm"
"423","Site2_13/02/1930","Site2_13/02/1930_A125","Edgar Anderson","petal length","5.7","cm"
"424","Site2_13/02/1930","Site2_13/02/1930_A125","Edgar Anderson","petal width","2.1","cm"
"425","Site3_01/12/1929","Site3_01/12/1929_A4","Edgar Anderson","sepal length","4.6","cm"
"426","Site3_01/12/1929","Site3_01/12/1929_A4","Edgar Anderson","sepal width","3.1","cm"
"427","Site3_01/12/1929","Site3_01/12/1929_A4","Edgar Anderson","petal length","1.5","cm"
"428","Site3_01/12/1929","Site3_01/12/1929_A4","Edgar Anderson","petal width","0.2","cm"
"429","Site3_01/12/1929","Site3_01/12/1929_A55","Edgar Anderson","sepal length","6.5","cm"
"430","Site3_01/12/1929","Site3_01/12/1929_A55","Edgar Anderson","sepal width","2.8","cm"
"431","Site3_01/12/1929","Site3_01/12/1929_A55","Edgar Anderson","petal length","4.6","cm"
"432","Site3_01/12/1929","Site3_01/12/1929_A55","Edgar Anderson","petal width","1.5","cm"
"433","Site1_01/12/1929","Site1_01/12/1929_A60","Edgar Anderson","sepal length","5.2","cm"
"434","Site1_01/12/1929","Site1_01/12/1929_A60","Edgar Anderson","sepal width","2.7","cm"
"435","Site1_01/12/1929","Site1_01/12/1929_A60","Edgar Anderson","petal length","3.9","cm"
"436","Site1_01/12/1929","Site1_01/12/1929_A60","Edgar Anderson","petal width","1.4","cm"
"437","Site2_13/02/1930","Site2_13/02/1930_A53","Edgar Anderson","sepal length","6.9","cm"
"438","Site2_13/02/1930","Site2_13/02/1930_A53","Edgar Anderson","sepal width","3.1","cm"
"439","Site2_13/02/1930","Site2_13/02/1930_A53","Edgar Anderson","petal length","4.9","cm"
"440","Site2_13/02/1930","Site2_13/02/1930_A53","Edgar Anderson","petal width","1.5","cm"
"441","Site2_13/02/1930","Site2_13/02/1930_A65","Edgar Anderson","sepal length","5.6","cm"
"442","Site2_13/02/1930","Site2_13/02/1930_A65","Edgar Anderson","sepal width","2.9","cm"
"443","Site2_13/02/1930","Site2_13/02/1930_A65","Edgar Anderson","petal length","3.6","cm"
"444","Site2_13/02/1930","Site2_13/02/1930_A65","Edgar Anderson","petal width","1.3","cm"
"445","Site2_13/02/1930","Site2_13/02/1930_A5","Edgar Anderson","sepal length","5","cm"
"446","Site2_13/02/1930","Site2_13/02/1930_A5","Edgar Anderson","sepal width","3.6","cm"
"447","Site2_13/02/1930","Site2_13/02/1930_A5","Edgar Anderson","petal length","1.4","cm"
"448","Site2_13/02/1930","Site2_13/02/1930_A5","Edgar Anderson","petal width","0.2","cm"
"449","Site3_01/12/1929","Site3_01/12/1929_A37","Edgar Anderson","sepal length","5.5","cm"
"450","Site3_01/12/1929","Site3_01/12/1929_A37","Edgar Anderson","sepal width","3.5","cm"
"451","Site3_01/12/1929","Site3_01/12/1929_A37","Edgar Anderson","petal length","1.3","cm"
"452","Site3_01/12/1929","Site3_01/12/1929_A37","Edgar Anderson","petal width","0.2","cm"
"453","Site3_01/12/1929","Site3_01/12/1929_A19","Edgar Anderson","sepal length","5.7","cm"
"454","Site3_01/12/1929","Site3_01/12/1929_A19","Edgar Anderson","sepal width","3.8","cm"
"455","Site3_01/12/1929","Site3_01/12/1929_A19","Edgar Anderson","petal length","1.7","cm"
"456","Site3_01/12/1929","Site3_01/12/1929_A19","Edgar Anderson","petal width","0.3","cm"
"457","Site3_01/12/1929","Site3_01/12/1929_A64","Edgar Anderson","sepal length","6.1","cm"
"458","Site3_01/12/1929","Site3_01/12/1929_A64","Edgar Anderson","sepal width","2.9","cm"
"459","Site3_01/12/1929","Site3_01/12/1929_A64","Edgar Anderson","petal length","4.7","cm"
"460","Site3_01/12/1929","Site3_01/12/1929_A64","Edgar Anderson","petal width","1.4","cm"
"461","Site2_13/02/1930","Site2_13/02/1930_A2","Edgar Anderson","sepal length","4.9","cm"
"462","Site2_13/02/1930","Site2_13/02/1930_A2","Edgar Anderson","sepal width","3","cm"
"463","Site2_13/02/1930","Site2_13/02/1930_A2","Edgar Anderson","petal length","1.4","cm"
"464","Site2_13/02/1930","Site2_13/02/1930_A2","Edgar Anderson","petal width","0.2","cm"
"465","Site3_01/12/1929","Site3_01/12/1929_A100","Edgar Anderson","sepal length","5.7","cm"
"466","Site3_01/12/1929","Site3_01/12/1929_A100","Edgar Anderson","sepal width","2.8","cm"
"467","Site3_01/12/1929","Site3_01/12/1929_A100","Edgar Anderson","petal length","4.1","cm"
"468","Site3_01/12/1929","Site3_01/12/1929_A100","Edgar Anderson","petal width","1.3","cm"
"469","Site1_01/12/1929","Site1_01/12/1929_A81","Edgar Anderson","sepal length","5.5","cm"
"470","Site1_01/12/1929","Site1_01/12/1929_A81","Edgar Anderson","sepal width","2.4","cm"
"471","Site1_01/12/1929","Site1_01/12/1929_A81","Edgar Anderson","petal length","3.8","cm"
"472","Site1_01/12/1929","Site1_01/12/1929_A81","Edgar Anderson","petal width","1.1","cm"
"473","Site1_01/12/1929","Site1_01/12/1929_A108","Edgar Anderson","sepal length","7.3","cm"
"474","Site1_01/12/1929","Site1_01/12/1929_A108","Edgar Anderson","sepal width","2.9","cm"
"475","Site1_01/12/1929","Site1_01/12/1929_A108","Edgar Anderson","petal length","6.3","cm"
"476","Site1_01/12/1929","Site1_01/12/1929_A108","Edgar Anderson","petal width","1.8","cm"
"477","Site3_01/12/1929","Site3_01/12/1929_A49","Edgar Anderson","sepal length","5.3","cm"
"478","Site3_01/12/1929","Site3_01/12/1929_A49","Edgar Anderson","sepal width","3.7","cm"
"479","Site3_01/12/1929","Site3_01/12/1929_A49","Edgar Anderson","petal length","1.5","cm"
"480","Site3_01/12/1929","Site3_01/12/1929_A49","Edgar Anderson","petal width","0.2","cm"
"481","Site1_01/12/1929","Site1_01/12/1929_A90","Edgar Anderson","sepal length","5.5","cm"
"482","Site1_01/12/1929","Site1_01/12/1929_A90","Edgar Anderson","sepal width","2.5","cm"
"483","Site1_01/12/1929","Site1_01/12/1929_A90","Edgar Anderson","petal length","4","cm"
"484","Site1_01/12/1929","Site1_01/12/1929_A90","Edgar Anderson","petal width","1.3","cm"
"485","Site2_13/02/1930","Site2_13/02/1930_A113","Edgar Anderson","sepal length","6.8","cm"
"486","Site2_13/02/1930","Site2_13/02/1930_A113","Edgar Anderson","sepal width","3","cm"
"487","Site2_13/02/1930","Site2_13/02/1930_A113","Edgar Anderson","petal length","5.5","cm"
"488","Site2_13/02/1930","Site2_13/02/1930_A113","Edgar Anderson","petal width","2.1","cm"
"489","Site2_13/02/1930","Site2_13/02/1930_A95","Edgar Anderson","sepal length","5.6","cm"
"490","Site2_13/02/1930","Site2_13/02/1930_A95","Edgar Anderson","sepal width","2.7","cm"
"491","Site2_13/02/1930","Site2_13/02/1930_A95","Edgar Anderson","petal length","4.2","cm"
"492","Site2_13/02/1930","Site2_13/02/1930_A95","Edgar Anderson","petal width","1.3","cm"
"493","Site1_01/12/1929","Site1_01/12/1929_A111","Edgar Anderson","sepal length","6.5","cm"
"494","Site1_01/12/1929","Site1_01/12/1929_A111","Edgar Anderson","sepal width","3.2","cm"
"495","Site1_01/12/1929","Site1_01/12/1929_A111","Edgar Anderson","petal length","5.1","cm"
"496","Site1_01/12/1929","Site1_01/12/1929_A111","Edgar Anderson","petal width","2","cm"
"497","Site1_01/12/1929","Site1_01/12/1929_A9","Edgar Anderson","sepal length","4.4","cm"
"498","Site1_01/12/1929","Site1_01/12/1929_A9","Edgar Anderson","sepal width","2.9","cm"
"499","Site1_01/12/1929","Site1_01/12/1929_A9","Edgar Anderson","petal length","1.4","cm"
"500","Site1_01/12/1929","Site1_01/12/1929_A9","Edgar Anderson","petal width","0.2","cm"
"501","Site2_13/02/1930","Site2_13/02/1930_A122","Edgar Anderson","sepal length","5.6","cm"
"502","Site2_13/02/1930","Site2_13/02/1930_A122","Edgar Anderson","sepal width","2.8","cm"
"503","Site2_13/02/1930","Site2_13/02/1930_A122","Edgar Anderson","petal length","4.9","cm"
"504","Site2_13/02/1930","Site2_13/02/1930_A122","Edgar Anderson","petal width","2","cm"
"505","Site1_01/12/1929","Site1_01/12/1929_A114","Edgar Anderson","sepal length","5.7","cm"
"506","Site1_01/12/1929","Site1_01/12/1929_A114","Edgar Anderson","sepal width","2.5","cm"
"507","Site1_01/12/1929","Site1_01/12/1929_A114","Edgar Anderson","petal length","5","cm"
"508","Site1_01/12/1929","Site1_01/12/1929_A114","Edgar Anderson","petal width","2","cm"
"509","Site2_13/02/1930","Site2_13/02/1930_A77","Edgar Anderson","sepal length","6.8","cm"
"510","Site2_13/02/1930","Site2_13/02/1930_A77","Edgar Anderson","sepal width","2.8","cm"
"511","Site2_13/02/1930","Site2_13/02/1930_A77","Edgar Anderson","petal length","4.8","cm"
"512","Site2_13/02/1930","Site2_13/02/1930_A77","Edgar Anderson","petal width","1.4","cm"
"513","Site1_01/12/1929","Site1_01/12/1929_A105","Edgar Anderson","sepal length","6.5","cm"
"514","Site1_01/12/1929","Site1_01/12/1929_A105","Edgar Anderson","sepal width","3","cm"
"515","Site1_01/12/1929","Site1_01/12/1929_A105","Edgar Anderson","petal length","5.8","cm"
"516","Site1_01/12/1929","Site1_01/12/1929_A105","Edgar Anderson","petal width","2.2","cm"
"517","Site3_01/12/1929","Site3_01/12/1929_A10","Edgar Anderson","sepal length","4.9","cm"
"518","Site3_01/12/1929","Site3_01/12/1929_A10","Edgar Anderson","sepal width","3.1","cm"
"519","Site3_01/12/1929","Site3_01/12/1929_A10","Edgar Anderson","petal length","1.5","cm"
"520","Site3_01/12/1929","Site3_01/12/1929_A10","Edgar Anderson","petal width","0.1","cm"
"521","Site2_13/02/1930","Site2_13/02/1930_A110","Edgar Anderson","sepal length","7.2","cm"
"522","Site2_13/02/1930","Site2_13/02/1930_A110","Edgar Anderson","sepal width","3.6","cm"
"523","Site2_13/02/1930","Site2_13/02/1930_A110","Edgar Anderson","petal length","6.1","cm"
"524","Site2_13/02/1930","Site2_13/02/1930_A110","Edgar Anderson","petal width","2.5","cm"
"525","Site3_01/12/1929","Site3_01/12/1929_A25","Edgar Anderson","sepal length","4.8","cm"
"526","Site3_01/12/1929","Site3_01/12/1929_A25","Edgar Anderson","sepal width","3.4","cm"
"527","Site3_01/12/1929","Site3_01/12/1929_A25","Edgar Anderson","petal length","1.9","cm"
"528","Site3_01/12/1929","Site3_01/12/1929_A25","Edgar Anderson","petal width","0.2","cm"
"529","Site2_13/02/1930","Site2_13/02/1930_A38","Edgar Anderson","sepal length","4.9","cm"
"530","Site2_13/02/1930","Site2_13/02/1930_A38","Edgar Anderson","sepal width","3.6","cm"
"531","Site2_13/02/1930","Site2_13/02/1930_A38","Edgar Anderson","petal length","1.4","cm"
"532","Site2_13/02/1930","Site2_13/02/1930_A38","Edgar Anderson","petal width","0.1","cm"
"533","Site2_13/02/1930","Site2_13/02/1930_A71","Edgar Anderson","sepal length","5.9","cm"
"534","Site2_13/02/1930","Site2_13/02/1930_A71","Edgar Anderson","sepal width","3.2","cm"
"535","Site2_13/02/1930","Site2_13/02/1930_A71","Edgar Anderson","petal length","4.8","cm"
"536","Site2_13/02/1930","Site2_13/02/1930_A71","Edgar Anderson","petal width","1.8","cm"
"537","Site1_01/12/1929","Site1_01/12/1929_A30","Edgar Anderson","sepal length","4.7","cm"
"538","Site1_01/12/1929","Site1_01/12/1929_A30","Edgar Anderson","sepal width","3.2","cm"
"539","Site1_01/12/1929","Site1_01/12/1929_A30","Edgar Anderson","petal length","1.6","cm"
"540","Site1_01/12/1929","Site1_01/12/1929_A30","Edgar Anderson","petal width","0.2","cm"
"541","Site1_01/12/1929","Site1_01/12/1929_A12","Edgar Anderson","sepal length","4.8","cm"
"542","Site1_01/12/1929","Site1_01/12/1929_A12","Edgar Anderson","sepal width","3.4","cm"
"543","Site1_01/12/1929","Site1_01/12/1929_A12","Edgar Anderson","petal length","1.6","cm"
"544","Site1_01/12/1929","Site1_01/12/1929_A12","Edgar Anderson","petal width","0.2","cm"
"545","Site1_01/12/1929","Site1_01/12/1929_A72","Edgar Anderson","sepal length","6.1","cm"
"546","Site1_01/12/1929","Site1_01/12/1929_A72","Edgar Anderson","sepal width","2.8","cm"
"547","Site1_01/12/1929","Site1_01/12/1929_A72","Edgar Anderson","petal length","4","cm"
"548","Site1_01/12/1929","Site1_01/12/1929_A72","Edgar Anderson","petal width","1.3","cm"
"549","Site1_01/12/1929","Site1_01/12/1929_A96","Edgar Anderson","sepal length","5.7","cm"
"550","Site1_01/12/1929","Site1_01/12/1929_A96","Edgar Anderson","sepal width","3","cm"
"551","Site1_01/12/1929","Site1_01/12/1929_A96","Edgar Anderson","petal length","4.2","cm"
"552","Site1_01/12/1929","Site1_01/12/1929_A96","Edgar Anderson","petal width","1.2","cm"
"553","Site3_01/12/1929","Site3_01/12/1929_A61","Edgar Anderson","sepal length","5","cm"
"554","Site3_01/12/1929","Site3_01/12/1929_A61","Edgar Anderson","sepal width","2","cm"
"555","Site3_01/12/1929","Site3_01/12/1929_A61","Edgar Anderson","petal length","3.5","cm"
"556","Site3_01/12/1929","Site3_01/12/1929_A61","Edgar Anderson","petal width","1","cm"
"557","Site3_01/12/1929","Site3_01/12/1929_A76","Edgar Anderson","sepal length","6.6","cm"
"558","Site3_01/12/1929","Site3_01/12/1929_A76","Edgar Anderson","sepal width","3","cm"
"559","Site3_01/12/1929","Site3_01/12/1929_A76","Edgar Anderson","petal length","4.4","cm"
"560","Site3_01/12/1929","Site3_01/12/1929_A76","Edgar Anderson","petal width","1.4","cm"
"561","Site1_01/12/1929","Site1_01/12/1929_A117","Edgar Anderson","sepal length","6.5","cm"
"562","Site1_01/12/1929","Site1_01/12/1929_A117","Edgar Anderson","sepal width","3","cm"
"563","Site1_01/12/1929","Site1_01/12/1929_A117","Edgar Anderson","petal length","5.5","cm"
"564","Site1_01/12/1929","Site1_01/12/1929_A117","Edgar Anderson","petal width","1.8","cm"
"565","Site1_01/12/1929","Site1_01/12/1929_A123","Edgar Anderson","sepal length","7.7","cm"
